Mass of chassis: 1.25
Time X Y Z
12.5805 -9.52474e-19 0.0932294 5.58475e-12
12.5815 -9.40201e-19 0.0932294 5.41359e-12
12.5825 -9.40007e-19 0.0932294 5.37642e-12
12.5835 -9.6184e-19 0.0932294 5.45363e-12
12.5845 -9.75147e-19 0.0932294 5.62843e-12
12.5855 -9.82058e-19 0.0932294 5.88166e-12
12.5865 -9.94654e-19 0.0932294 6.19891e-12
12.5875 -9.98724e-19 0.0932294 6.56689e-12
12.5885 -1.00493e-18 0.0932294 6.98096e-12
12.5895 -9.78441e-19 0.0932294 7.42666e-12
12.5905 -9.82511e-19 0.0932294 7.90024e-12
12.5915 -9.78764e-19 0.0932294 8.39565e-12
12.5925 -9.48728e-19 0.0932294 8.90868e-12
12.5935 -9.46402e-19 0.0932294 9.43195e-12
12.5945 -9.37682e-19 0.0932294 9.96586e-12
12.5955 -9.50278e-19 0.0932294 1.05041e-11
12.5965 -9.45111e-19 0.0932294 1.10431e-11
12.5975 -8.71731e-19 0.0932294 7.94426e-12
12.5985 -9.03512e-19 0.0932294 5.41399e-12
12.5995 -9.3245e-19 0.0932294 3.38863e-12
12.6005 -9.6352e-19 0.0932294 1.7875e-12
12.6015 -9.72563e-19 0.0932294 5.49138e-13
12.6025 -9.91554e-19 0.0932294 -3.83867e-13
12.6035 -1.00699e-18 0.0932294 -1.05686e-12
12.6045 -1.01177e-18 0.0932294 -1.51152e-12
12.6055 -1.03858e-18 0.0932294 -1.77781e-12
12.6065 -1.00783e-18 0.0932294 -1.88618e-12
12.6075 -1.02114e-18 0.0932294 -1.86268e-12
12.6085 -1.03018e-18 0.0932294 -1.7296e-12
12.6095 -1.04136e-18 0.0932294 -1.50122e-12
12.6105 -1.08309e-18 0.0932294 -1.19359e-12
12.6115 -1.04594e-18 0.0932294 -8.22369e-13
12.6125 -1.0763e-18 0.0932294 -3.98033e-13
12.6135 -1.06403e-18 0.0932294 7.33114e-14
12.6145 -1.06597e-18 0.0932294 5.84508e-13
12.6155 -1.06435e-18 0.0932294 1.12847e-12
12.6165 -1.05137e-18 0.0932294 1.70011e-12
12.6175 -1.07036e-18 0.0932294 2.29125e-12
12.6185 -1.04388e-18 0.0932294 2.89591e-12
12.6195 -1.06287e-18 0.0932294 -1.26814e-13
12.6205 -1.06623e-18 0.0932294 -2.57609e-12
12.6215 -1.1179e-18 0.0932294 -4.52134e-12
12.6225 -1.0971e-18 0.0932294 -6.0376e-12
12.6235 -1.0422e-18 0.0932294 -7.18917e-12
12.6245 -1.02708e-18 0.0932294 -8.0302e-12
12.6255 -1.02902e-18 0.0932294 -8.60611e-12
12.6265 -1.03664e-18 0.0932294 -8.95774e-12
12.6275 -1.0599e-18 0.0932294 -9.11908e-12
12.6285 -1.07747e-18 0.0932294 -9.12211e-12
12.6295 -1.03322e-18 0.0932294 -8.99321e-12
12.6305 -1.02876e-18 0.0932294 -8.75303e-12
12.6315 -1.02573e-18 0.0932294 -8.41638e-12
12.6325 -1.00635e-18 0.0932294 -8.00169e-12
12.6335 -1.00686e-18 0.0932294 -7.52373e-12
12.6345 -9.9246e-19 0.0932294 -6.99129e-12
12.6355 -9.88003e-19 0.0932294 -6.41382e-12
12.6365 -9.8852e-19 0.0932294 -5.80413e-12
12.6375 -9.94721e-19 0.0932294 -5.16552e-12
12.6385 -9.93817e-19 0.0932294 -4.5065e-12
12.6395 -1.00641e-18 0.0932294 -3.83243e-12
12.6405 -1.00267e-18 0.0932294 -3.14214e-12
12.6415 -9.98209e-19 0.0932294 -2.44608e-12
12.6425 -8.3459e-19 0.0932294 -5.38226e-12
12.6435 -8.89819e-19 0.0932294 -7.74646e-12
12.6445 -9.53574e-19 0.0932294 -9.60521e-12
12.6455 -9.74697e-19 0.0932294 -1.10387e-11
12.6465 -1.01287e-18 0.0932294 -1.2111e-11
12.6475 -1.0681e-18 0.0932294 -1.28757e-11
12.6485 -1.07359e-18 0.0932294 -1.33828e-11
12.6495 -1.02508e-18 0.0932294 -1.36684e-11
12.6505 -9.85097e-19 0.0932294 -1.377e-11
12.6515 -1.10427e-18 0.0932294 -1.00771e-11
12.6525 -1.08134e-18 0.0932294 -6.80051e-12
12.6535 -1.07262e-18 0.0932294 -3.90338e-12
12.6545 -1.05182e-18 0.0932294 -1.33173e-12
12.6555 -1.07081e-18 0.0932294 9.63596e-13
12.6565 -1.05001e-18 0.0932294 3.01901e-12
12.6575 -1.04698e-18 0.0932294 4.86482e-12
12.6585 -1.08373e-18 0.0932294 6.53086e-12
12.6595 -1.06293e-18 0.0932294 8.03894e-12
12.6605 -1.067e-18 0.0932294 9.40875e-12
12.6615 -1.07676e-18 0.0932294 1.06572e-11
12.6625 -1.08722e-18 0.0932294 1.18056e-11
12.6635 -1.10834e-18 0.0932294 1.28626e-11
12.6645 -1.0641e-18 0.0932294 1.38431e-11
12.6655 -1.05609e-18 0.0932294 1.47584e-11
12.6665 -9.11654e-19 0.0932294 1.19752e-11
12.6675 -9.18565e-19 0.0932294 9.70889e-12
12.6685 -9.36846e-19 0.0932294 7.90227e-12
12.6695 -9.70048e-19 0.0932294 6.48506e-12
12.6705 -9.41432e-19 0.0932294 5.39799e-12
12.6715 -9.47633e-19 0.0932294 4.59599e-12
12.6725 -9.73019e-19 0.0932294 4.03283e-12
12.6735 -1.0048e-18 0.0932294 3.67177e-12
12.6745 -9.98211e-19 0.0932294 3.48233e-12
12.6755 -1.01507e-18 0.0932294 3.4346e-12
12.6765 -9.99955e-19 0.0932294 3.51062e-12
12.6775 -1.01042e-18 0.0932294 3.68738e-12
12.6785 -1.02373e-18 0.0932294 3.94998e-12
12.6795 -1.05693e-18 0.0932294 4.28089e-12
12.6805 -1.04892e-18 0.0932294 4.67375e-12
12.6815 -1.06294e-18 0.0932294 5.11544e-12
12.6825 -1.04924e-18 0.0932294 5.59858e-12
12.6835 -1.03839e-18 0.0932294 6.11495e-12
12.6845 -1.05383e-18 0.0932294 6.65754e-12
12.6855 -1.06571e-18 0.0932294 7.22135e-12
12.6865 -1.04562e-18 0.0932294 7.79828e-12
12.6875 -1.09375e-18 0.0932294 4.74755e-12
12.6885 -1.07934e-18 0.0932294 2.27013e-12
12.6895 -1.05783e-18 0.0932294 3.03324e-13
12.6905 -1.02638e-18 0.0932294 -1.23171e-12
12.6915 -1.03755e-18 0.0932294 -2.39968e-12
12.6925 -1.05725e-18 0.0932294 -3.25601e-12
12.6935 -1.06701e-18 0.0932294 -3.84818e-12
12.6945 -1.07108e-18 0.0932294 -4.21681e-12
12.6955 -1.07088e-18 0.0932294 -4.39956e-12
12.6965 -1.03516e-18 0.0932294 -4.42482e-12
12.6975 -1.05557e-18 0.0932294 -4.31971e-12
12.6985 -1.03264e-18 0.0932294 -4.10269e-12
12.6995 -1.04453e-18 0.0932294 -3.79146e-12
12.7005 -1.05641e-18 0.0932294 -3.40593e-12
12.7015 -1.08109e-18 0.0932294 -2.95736e-12
12.7025 -1.11571e-18 0.0932294 -2.45633e-12
12.7035 -1.10486e-18 0.0932294 -1.90999e-12
12.7045 -1.05848e-18 0.0932294 -1.32732e-12
12.7055 -1.06326e-18 0.0932294 -7.12178e-13
12.7065 -1.05028e-18 0.0932294 -7.73898e-14
12.7075 -1.06003e-18 0.0932294 5.75669e-13
12.7085 -1.09252e-18 0.0932294 -2.39762e-12
12.7095 -1.0568e-18 0.0932294 -4.79481e-12
12.7105 -1.05092e-18 0.0932294 -6.68492e-12
12.7115 -1.10615e-18 0.0932294 -8.14549e-12
12.7125 -1.10312e-18 0.0932294 -9.23917e-12
12.7135 -1.07166e-18 0.0932294 -1.00215e-11
12.7145 -1.05157e-18 0.0932294 -1.05402e-11
12.7155 -1.05848e-18 0.0932294 -1.08349e-11
12.7165 -1.06397e-18 0.0932294 -1.09446e-11
12.7175 -1.06662e-18 0.0932294 -1.08986e-11
12.7185 -1.04227e-18 0.0932294 -1.07239e-11
12.7195 -1.0307e-18 0.0932294 -1.04409e-11
12.7205 -1.04756e-18 0.0932294 -1.00649e-11
12.7215 -1.03529e-18 0.0932294 -9.61193e-12
12.7225 -1.0287e-18 0.0932294 -9.09867e-12
12.7235 -1.0079e-18 0.0932294 -8.53541e-12
12.7245 -1.03329e-18 0.0932294 -7.92907e-12
12.7255 -1.0736e-18 0.0932294 -7.29128e-12
12.7265 -1.20485e-18 0.0932294 -2.98944e-12
12.7275 -1.15989e-18 0.0932294 7.84698e-13
12.7285 -1.14833e-18 0.0932294 4.08628e-12
12.7295 -1.10195e-18 0.0932294 6.98578e-12
12.7305 -1.13231e-18 0.0932294 9.54076e-12
12.7315 -1.11649e-18 0.0932294 1.17977e-11
12.7325 -1.07792e-18 0.0932294 1.01608e-11
12.7335 -1.05286e-18 0.0932294 8.8721e-12
12.7345 -1.07612e-18 0.0932294 7.89396e-12
12.7355 -1.06313e-18 0.0932294 7.18226e-12
12.7365 -1.06649e-18 0.0932294 6.69726e-12
12.7375 -1.05209e-18 0.0932294 6.3992e-12
12.7385 -1.0661e-18 0.0932294 6.25696e-12
12.7395 -1.05312e-18 0.0932294 6.2487e-12
12.7405 -1.0643e-18 0.0932294 6.34811e-12
12.7415 -1.06552e-18 0.0932294 6.53841e-12
12.7425 -1.06959e-18 0.0932294 6.80053e-12
12.7435 -1.08432e-18 0.0932294 7.12295e-12
12.7445 -1.06565e-18 0.0932294 7.49773e-12
12.7455 -1.05551e-18 0.0932294 7.91332e-12
12.7465 -1.03542e-18 0.0932294 8.35986e-12
12.7475 -1.04375e-18 0.0932294 8.82801e-12
12.7485 -1.0528e-18 0.0932294 9.31557e-12
12.7495 -1.04692e-18 0.0932294 9.81779e-12
12.7505 -1.02541e-18 0.0932294 1.03344e-11
12.7515 -1.03445e-18 0.0932294 1.08576e-11
12.7525 -1.02431e-18 0.0932294 1.13884e-11
12.7535 -9.00484e-19 0.0932294 8.28315e-12
12.7545 -9.16632e-19 0.0932294 5.74522e-12
12.7555 -9.12886e-19 0.0932294 3.7102e-12
12.7565 -8.99192e-19 0.0932294 2.1044e-12
12.7575 -9.1392e-19 0.0932294 8.57996e-13
12.7585 -9.5778e-19 0.0932294 -8.11385e-14
12.7595 -9.83165e-19 0.0932294 -7.64324e-13
12.7605 -9.87945e-19 0.0932294 -1.22974e-12
12.7615 -9.92726e-19 0.0932294 -1.50913e-12
12.7625 -1.01456e-18 0.0932294 -1.63159e-12
12.7635 -1.03142e-18 0.0932294 -1.62203e-12
12.7645 -1.05751e-18 0.0932294 -1.50082e-12
12.7655 -1.0495e-18 0.0932294 -1.28918e-12
12.7665 -1.04221e-18 0.0932294 -9.97641e-13
12.7675 -1.02851e-18 0.0932294 -6.40933e-13
12.7685 -1.04821e-18 0.0932294 -2.31655e-13
12.7695 -1.04589e-18 0.0932294 2.23255e-13
12.7705 -1.03504e-18 0.0932294 7.12142e-13
12.7715 -1.02276e-18 0.0932294 1.22699e-12
12.7725 -1.01475e-18 0.0932294 1.76385e-12
12.7735 -1.03517e-18 0.0932294 2.31552e-12
12.7745 -1.03781e-18 0.0932294 2.87782e-12
12.7755 -1.0632e-18 0.0932294 -1.92457e-13
12.7765 -1.0559e-18 0.0932294 -2.69354e-12
12.7775 -1.05855e-18 0.0932294 -4.68644e-12
12.7785 -1.03988e-18 0.0932294 -6.24957e-12
12.7795 -9.9137e-19 0.0932294 -7.44439e-12
12.7805 -9.88334e-19 0.0932294 -8.3255e-12
12.7815 -9.71088e-19 0.0932294 -8.94063e-12
12.7825 -9.49578e-19 0.0932294 -9.33064e-12
12.7835 -9.86332e-19 0.0932294 -9.52863e-12
12.7845 -9.84717e-19 0.0932294 -9.56675e-12
12.7855 -1.00016e-18 0.0932294 -9.47249e-12
12.7865 -9.91435e-19 0.0932294 -9.26649e-12
12.7875 -1.00048e-18 0.0932294 -8.96545e-12
12.7885 -9.94601e-19 0.0932294 -8.58747e-12
12.7895 -1.01572e-18 0.0932294 -8.14232e-12
12.7905 -1.03471e-18 0.0932294 -7.64692e-12
12.7915 -1.03807e-18 0.0932294 -7.10616e-12
12.7925 -1.02793e-18 0.0932294 -6.53377e-12
12.7935 -1.22243e-18 0.0932294 -2.29512e-12
12.7945 -1.22152e-18 0.0932294 1.42072e-12
12.7955 -1.22133e-18 0.0932294 4.66637e-12
12.7965 -1.22753e-18 0.0932294 7.5073e-12
12.7975 -1.19039e-18 0.0932294 1.00045e-11
12.7985 -1.0623e-18 0.0932294 8.56862e-12
12.7995 -1.05926e-18 0.0932294 7.44667e-12
12.8005 -1.05907e-18 0.0932294 6.60872e-12
12.8015 -1.06527e-18 0.0932294 6.0069e-12
12.8025 -1.08497e-18 0.0932294 5.60405e-12
12.8035 -1.09472e-18 0.0932294 5.36743e-12
12.8045 -1.086e-18 0.0932294 5.27379e-12
12.8055 -1.07444e-18 0.0932294 5.30037e-12
12.8065 -1.10551e-18 0.0932294 5.4229e-12
12.8075 -1.0904e-18 0.0932294 5.62832e-12
12.8085 -1.04757e-18 0.0932294 5.90068e-12
12.8095 -1.06372e-18 0.0932294 6.23016e-12
12.8105 -1.0685e-18 0.0932294 6.60551e-12
12.8115 -1.0612e-18 0.0932294 7.01904e-12
12.8125 -1.04253e-18 0.0932294 7.4613e-12
12.8135 -1.01463e-18 0.0932294 7.92905e-12
12.8145 -1.02935e-18 0.0932294 8.41566e-12
12.8155 -1.01282e-18 0.0932294 8.91837e-12
12.8165 -9.95571e-19 0.0932294 9.43387e-12
12.8175 -9.93245e-19 0.0932294 9.96122e-12
12.8186 -9.78841e-19 0.0932294 1.0492e-11
12.8196 -9.18961e-19 0.0932294 7.39092e-12
12.8206 -9.32268e-19 0.0932294 4.86063e-12
12.8216 -9.48417e-19 0.0932294 2.8352e-12
12.8226 -9.81618e-19 0.0932294 1.23778e-12
12.8236 -9.80714e-19 0.0932294 7.25516e-15
12.8246 -9.926e-19 0.0932294 -9.1541e-13
12.8256 -1.02509e-18 0.0932294 -1.57598e-12
12.8266 -1.05332e-18 0.0932294 -2.01649e-12
12.8276 -1.03323e-18 0.0932294 -2.26912e-12
12.8286 -1.03872e-18 0.0932294 -2.36333e-12
12.8296 -9.97315e-19 0.0932294 -2.32528e-12
12.8306 -9.92148e-19 0.0932294 -2.17354e-12
12.8316 -9.90533e-19 0.0932294 -1.92785e-12
12.8326 -9.99576e-19 0.0932294 -1.61075e-12
12.8336 -1.01217e-18 0.0932294 -1.2367e-12
12.8346 -1.00985e-18 0.0932294 -8.13245e-13
12.8356 -1.0196e-18 0.0932294 -3.52547e-13
12.8366 -1.01514e-18 0.0932294 1.40734e-13
12.8376 -1.04621e-18 0.0932294 6.57858e-13
12.8386 -1.02399e-18 0.0932294 1.19519e-12
12.8396 -1.06998e-18 0.0932294 -1.88715e-12
12.8406 -1.03782e-18 0.0932294 -4.38939e-12
12.8416 -1.05254e-18 0.0932294 -6.38091e-12
12.8426 -1.06443e-18 0.0932294 -7.93674e-12
12.8436 -1.02089e-18 0.0932294 -9.12594e-12
12.8446 -1.04983e-18 0.0932294 -1.00048e-11
12.8456 -1.03045e-18 0.0932294 -1.06195e-11
12.8466 -1.00681e-18 0.0932294 -1.10126e-11
12.8476 -1.03149e-18 0.0932294 -1.12138e-11
12.8486 -1.03627e-18 0.0932294 -1.12532e-11
12.8496 -1.05597e-18 0.0932294 -1.11578e-11
12.8506 -1.03872e-18 0.0932294 -1.09447e-11
12.8516 -1.03426e-18 0.0932294 -1.06372e-11
12.8526 -1.02839e-18 0.0932294 -1.02478e-11
12.8536 -9.89823e-19 0.0932294 -9.79739e-12
12.8546 -9.96024e-19 0.0932294 -9.29059e-12
12.8556 -1.13865e-18 0.0932294 -5.10028e-12
12.8566 -1.12211e-18 0.0932294 -1.42671e-12
12.8576 -1.09847e-18 0.0932294 1.78663e-12
12.8586 -1.11604e-18 0.0932294 4.61039e-12
12.8596 -1.07393e-18 0.0932294 7.09561e-12
12.8606 -1.05597e-18 0.0932294 9.29183e-12
12.8616 -1.06075e-18 0.0932294 1.12415e-11
12.8626 -9.29104e-19 0.0932294 9.3375e-12
12.8636 -9.43831e-19 0.0932294 7.81265e-12
12.8646 -9.55006e-19 0.0932294 6.62772e-12
12.8656 -9.54102e-19 0.0932294 5.73261e-12
12.8666 -9.4325e-19 0.0932294 5.07959e-12
12.8676 -9.78584e-19 0.0932294 4.63449e-12
12.8686 -1.00894e-18 0.0932294 4.36232e-12
12.8696 -9.98802e-19 0.0932294 4.23982e-12
12.8706 -1.00358e-18 0.0932294 4.24039e-12
12.8716 -1.03039e-18 0.0932294 4.34508e-12
12.8726 -1.04867e-18 0.0932294 4.5339e-12
12.8736 -1.04776e-18 0.0932294 4.79452e-12
12.8746 -1.08381e-18 0.0932294 5.11545e-12
12.8756 -1.08006e-18 0.0932294 5.48876e-12
12.8766 -1.04647e-18 0.0932294 5.90194e-12
12.8776 -1.05267e-18 0.0932294 6.34433e-12
12.8786 -1.10648e-18 0.0932294 6.81163e-12
12.8796 -1.07644e-18 0.0932294 7.29638e-12
12.8806 -1.06844e-18 0.0932294 7.79509e-12
12.8816 -1.10448e-18 0.0932294 8.30762e-12
12.8826 -1.07728e-18 0.0932294 8.82436e-12
12.8836 -1.1183e-18 0.0932294 5.70797e-12
12.8846 -1.09111e-18 0.0932294 3.16328e-12
12.8856 -1.10228e-18 0.0932294 1.1271e-12
12.8866 -1.09925e-18 0.0932294 -4.79866e-13
12.8876 -1.08911e-18 0.0932294 -1.71985e-12
12.8886 -1.12941e-18 0.0932294 -2.64808e-12
12.8896 -1.15551e-18 0.0932294 -3.31282e-12
12.8906 -1.11268e-18 0.0932294 -3.75155e-12
12.8916 -1.08336e-18 0.0932294 -3.99929e-12
12.8926 -1.03627e-18 0.0932294 -4.08791e-12
12.8936 -1.05739e-18 0.0932294 -4.04084e-12
12.8946 -1.02451e-18 0.0932294 -3.88008e-12
12.8956 -1.04705e-18 0.0932294 -3.62726e-12
12.8966 -1.09873e-18 0.0932294 -3.29423e-12
12.8976 -1.08006e-18 0.0932294 -2.89873e-12
12.8986 -1.07063e-18 0.0932294 -2.44923e-12
12.8996 -1.05481e-18 0.0932294 -1.95584e-12
12.9006 -1.04395e-18 0.0932294 -1.43289e-12
12.9016 -1.02813e-18 0.0932294 -8.82095e-13
12.9026 -1.01301e-18 0.0932294 -3.14434e-13
12.9036 -9.29686e-19 0.0932294 -3.36936e-12
12.9046 -9.45834e-19 0.0932294 -5.8448e-12
12.9056 -9.69089e-19 0.0932294 -7.80536e-12
12.9066 -9.7529e-19 0.0932294 -9.33058e-12
12.9076 -9.45964e-19 0.0932294 -1.04858e-11
12.9086 -9.80586e-19 0.0932294 -1.13249e-11
12.9096 -9.78261e-19 0.0932294 -1.18981e-11
12.9106 -9.85883e-19 0.0932294 -1.22455e-11
12.9116 -1.02619e-18 0.0932294 -1.23993e-11
12.9126 -1.02386e-18 0.0932294 -1.23892e-11
12.9136 -1.02722e-18 0.0932294 -1.22444e-11
12.9146 -1.01921e-18 0.0932294 -1.1987e-11
12.9156 -1.23858e-18 0.0932294 -7.99618e-12
12.9166 -1.20996e-18 0.0932294 -4.47628e-12
12.9176 -1.15079e-18 0.0932294 -1.38047e-12
12.9186 -1.15699e-18 0.0932294 1.35461e-12
12.9196 -1.15467e-18 0.0932294 3.77756e-12
12.9206 -1.14808e-18 0.0932294 5.93295e-12
12.9216 -1.1287e-18 0.0932294 7.85521e-12
12.9226 -1.15551e-18 0.0932294 9.57674e-12
12.9236 -1.13258e-18 0.0932294 1.11235e-11
12.9246 -1.12315e-18 0.0932294 1.25167e-11
12.9256 -9.54555e-19 0.0932294 1.0137e-11
12.9266 -9.47256e-19 0.0932294 8.2113e-12
12.9276 -9.77615e-19 0.0932294 6.68869e-12
12.9286 -9.68184e-19 0.0932294 5.50708e-12
12.9296 -9.66569e-19 0.0932294 4.61804e-12
12.9306 -9.43638e-19 0.0932294 3.97625e-12
12.9316 -9.56945e-19 0.0932294 3.54671e-12
12.9326 -9.80909e-19 0.0932294 3.29561e-12
12.9336 -9.57978e-19 0.0932294 3.19401e-12
12.9346 -9.44284e-19 0.0932294 3.21623e-12
12.9356 -9.41248e-19 0.0932294 3.34315e-12
12.9366 -9.76582e-19 0.0932294 3.55463e-12
12.9376 -9.9273e-19 0.0932294 3.83916e-12
12.9386 -1.0238e-18 0.0932294 4.18407e-12
12.9396 -1.00016e-18 0.0932294 4.57657e-12
12.9406 -1.00707e-18 0.0932294 5.01057e-12
12.9416 -1.03032e-18 0.0932294 5.47796e-12
12.9426 -1.02089e-18 0.0932294 5.97184e-12
12.9436 -1.01857e-18 0.0932294 6.48726e-12
12.9446 -1.07593e-18 0.0932294 7.02192e-12
12.9456 -1.04234e-18 0.0932294 3.93039e-12
12.9466 -1.05138e-18 0.0932294 1.41824e-12
12.9476 -1.03342e-18 0.0932294 -5.85672e-13
12.9486 -1.07231e-18 0.0932294 -2.15214e-12
12.9496 -1.04867e-18 0.0932294 -3.35143e-12
12.9506 -1.08471e-18 0.0932294 -4.23796e-12
12.9516 -1.08097e-18 0.0932294 -4.85741e-12
12.9526 -1.06159e-18 0.0932294 -5.25649e-12
12.9536 -1.07561e-18 0.0932294 -5.46945e-12
12.9546 -1.08678e-18 0.0932294 -5.52271e-12
12.9556 -1.13277e-18 0.0932294 -5.44275e-12
12.9566 -1.10913e-18 0.0932294 -5.25125e-12
12.9576 -1.09615e-18 0.0932294 -4.96674e-12
12.9586 -1.08814e-18 0.0932294 -4.60127e-12
12.9596 -1.0915e-18 0.0932294 -4.17184e-12
12.9606 -1.07851e-18 0.0932294 -3.68915e-12
12.9616 -1.06411e-18 0.0932294 -3.15851e-12
12.9626 -1.06036e-18 0.0932294 -2.59403e-12
12.9636 -1.06372e-18 0.0932294 -2.00104e-12
12.9646 -8.16968e-19 0.0932294 -5.02659e-12
12.9656 -8.51591e-19 0.0932294 -7.47028e-12
12.9666 -8.99003e-19 0.0932294 -9.39812e-12
12.9676 -8.73941e-19 0.0932294 -1.0887e-11
12.9686 -8.98616e-19 0.0932294 -1.20049e-11
12.9696 -9.04817e-19 0.0932294 -1.28088e-11
12.9706 -9.2665e-19 0.0932294 -1.33486e-11
12.9716 -9.55589e-19 0.0932294 -1.36622e-11
12.9726 -9.54684e-19 0.0932294 -1.37851e-11
12.9736 -9.59464e-19 0.0932294 -1.37464e-11
12.9746 -1.14614e-18 0.0932294 -9.9354e-12
12.9756 -1.13884e-18 0.0932294 -6.56498e-12
12.9766 -1.13083e-18 0.0932294 -3.58891e-12
12.9776 -1.09725e-18 0.0932294 -9.5488e-13
12.9786 -1.0665e-18 0.0932294 1.38492e-12
12.9796 -1.04854e-18 0.0932294 3.47339e-12
12.9806 -1.02987e-18 0.0932294 5.34161e-12
12.9816 -1.04105e-18 0.0932294 7.01725e-12
12.9826 -1.0643e-18 0.0932294 8.52694e-12
12.9836 -1.03284e-18 0.0932294 9.89355e-12
12.9846 -1.01276e-18 0.0932294 1.11376e-11
12.9856 -1.03601e-18 0.0932294 1.2275e-11
12.9866 -9.91052e-19 0.0932294 9.67935e-12
12.9876 -9.6741e-19 0.0932294 7.57293e-12
12.9886 -9.81427e-19 0.0932294 5.89969e-12
12.9896 -9.74838e-19 0.0932294 4.59221e-12
12.9906 -1.02225e-18 0.0932294 3.59753e-12
12.9916 -1.01637e-18 0.0932294 2.8674e-12
12.9926 -1.03039e-18 0.0932294 2.36241e-12
12.9936 -1.02309e-18 0.0932294 2.04786e-12
12.9946 -1.03142e-18 0.0932294 1.89498e-12
12.9956 -1.01915e-18 0.0932294 1.87629e-12
12.9966 -1.02393e-18 0.0932294 1.97211e-12
12.9976 -1.01166e-18 0.0932294 2.16271e-12
12.9986 -9.94411e-19 0.0932294 2.42935e-12
12.9996 -1.01127e-18 0.0932294 2.7646e-12
13.0006 -1.04731e-18 0.0932294 3.15443e-12
13.0016 -1.05991e-18 0.0932294 3.58974e-12
13.0026 -1.05758e-18 0.0932294 4.06654e-12
13.0036 -1.03607e-18 0.0932294 4.57284e-12
13.0046 -1.00462e-18 0.0932294 5.10223e-12
13.0056 -9.72449e-19 0.0932294 5.64927e-12
13.0066 -9.4028e-19 0.0932294 2.56969e-12
13.0076 -9.36534e-19 0.0932294 6.62495e-14
13.0086 -9.83947e-19 0.0932294 -1.9279e-12
13.0096 -9.71674e-19 0.0932294 -3.4904e-12
13.0106 -9.63664e-19 0.0932294 -4.68302e-12
13.0116 -9.71286e-19 0.0932294 -5.56536e-12
13.0126 -9.61855e-19 0.0932294 -6.18367e-12
13.0136 -9.28266e-19 0.0932294 -6.58039e-12
13.0146 -9.21677e-19 0.0932294 -6.78615e-12
13.0156 -9.74774e-19 0.0932294 -6.82911e-12
13.0166 -9.71738e-19 0.0932294 -6.73719e-12
13.0176 -9.75097e-19 0.0932294 -6.53428e-12
13.0186 -9.75614e-19 0.0932294 -6.2341e-12
13.0196 -1.01947e-18 0.0932294 -5.85226e-12
13.0206 -1.02852e-18 0.0932294 -5.40591e-12
13.0216 -1.0269e-18 0.0932294 -4.90682e-12
13.0226 -1.02173e-18 0.0932294 -4.36313e-12
13.0236 -1.02367e-18 0.0932294 -3.78371e-12
13.0246 -1.04124e-18 0.0932294 -3.1742e-12
13.0256 -8.08701e-19 0.0932294 -6.18385e-12
13.0266 -8.50429e-19 0.0932294 -8.6103e-12
13.0276 -9.0779e-19 0.0932294 -1.05217e-11
13.0286 -9.82203e-19 0.0932294 -1.19949e-11
13.0296 -9.85562e-19 0.0932294 -1.30949e-11
13.0306 -1.10261e-18 0.0932294 -1.02404e-11
13.0316 -1.06333e-18 0.0932294 -7.67154e-12
13.0326 -1.05888e-18 0.0932294 -5.36458e-12
13.0336 -1.05513e-18 0.0932294 -3.28353e-12
13.0346 -1.05991e-18 0.0932294 -1.39943e-12
13.0356 -1.03272e-18 0.0932294 3.17406e-13
13.0366 -9.87048e-19 0.0932294 1.88762e-12
13.0376 -9.89696e-19 0.0932294 3.33087e-12
13.0386 -9.9945e-19 0.0932294 4.66024e-12
13.0396 -1.01702e-18 0.0932294 5.89368e-12
13.0406 -1.04383e-18 0.0932294 7.04276e-12
13.0416 -1.0614e-18 0.0932294 8.11457e-12
13.0426 -1.09247e-18 0.0932294 9.11813e-12
13.0436 -1.07522e-18 0.0932294 1.00584e-11
13.0446 -1.06934e-18 0.0932294 1.09453e-11
13.0456 -1.07057e-18 0.0932294 1.17855e-11
13.0466 -9.35372e-19 0.0932294 8.94327e-12
13.0476 -9.56495e-19 0.0932294 6.63239e-12
13.0486 -9.72644e-19 0.0932294 4.79069e-12
13.0496 -9.57528e-19 0.0932294 3.34648e-12
13.0506 -9.92151e-19 0.0932294 2.24497e-12
13.0516 -1.02393e-18 0.0932294 1.42968e-12
13.0526 -1.02161e-18 0.0932294 8.60832e-13
13.0536 -1.01999e-18 0.0932294 4.96731e-13
13.0546 -1.02477e-18 0.0932294 3.07422e-13
13.0556 -1.06437e-18 0.0932294 2.67254e-13
13.0566 -1.08265e-18 0.0932294 3.50441e-13
13.0576 -1.07251e-18 0.0932294 5.37797e-13
13.0586 -1.03537e-18 0.0932294 8.11005e-13
13.0596 -1.07283e-18 0.0932294 1.15632e-12
13.0606 -1.08543e-18 0.0932294 1.56579e-12
13.0616 -1.12573e-18 0.0932294 2.02401e-12
13.0626 -1.07154e-18 0.0932294 2.52356e-12
13.0636 -1.05927e-18 0.0932294 3.05905e-12
13.0646 -1.06973e-18 0.0932294 3.62207e-12
13.0656 -1.08162e-18 0.0932294 4.20733e-12
13.0667 -1.13898e-18 0.0932294 1.1688e-12
13.0677 -1.10965e-18 0.0932294 -1.28941e-12
13.0687 -1.0789e-18 0.0932294 -3.24253e-12
13.0697 -1.051e-18 0.0932294 -4.76385e-12
